name,overs,maidens,runs,wickets,economy,0s,4s,6s,wides,no-balls,bpo,balls,team,inns,pos,start date,ground,grnd_ctry
Stuart Broad,30,3,98,3,3.26,135,12,1,1,0,6,180,England,1,2,5/12/2013,Adelaide,Australia
James Anderson,7,1,19,2,2.71,33,2,0,0,0,6,42,England,3,1,5/12/2013,Adelaide,Australia
Stuart Broad,6,0,19,0,3.16,26,2,0,0,0,6,36,England,3,2,5/12/2013,Adelaide,Australia
James Anderson,23,5,60,2,2.6,110,8,0,1,0,6,138,England,1,1,13/12/2013,Perth,Australia
Stuart Broad,22,2,100,3,4.54,95,18,0,1,0,6,132,England,1,2,13/12/2013,Perth,Australia
James Anderson,19,5,105,0,5.52,77,11,4,1,0,6,114,England,3,1,13/12/2013,Perth,Australia
James Anderson,20.2,4,67,4,3.29,94,12,0,0,0,6,122,England,2,1,26/12/2013,Melbourne,Australia
Stuart Broad,20,6,45,3,2.25,97,6,0,0,0,6,120,England,2,2,26/12/2013,Melbourne,Australia
James Anderson,11,2,26,0,2.36,52,3,0,0,0,6,66,England,4,1,26/12/2013,Melbourne,Australia
Stuart Broad,10,0,58,0,5.8,39,7,0,0,0,6,60,England,4,2,26/12/2013,Melbourne,Australia
James Anderson,21,3,67,1,3.19,99,9,1,0,0,6,126,England,1,1,3/01/2014,Sydney,Australia
Stuart Broad,19.5,5,65,2,3.27,92,10,0,2,0,6,119,England,1,2,3/01/2014,Sydney,Australia
James Anderson,15,6,46,2,3.06,75,7,0,0,0,6,90,England,3,1,3/01/2014,Sydney,Australia
Stuart Broad,14,1,57,2,4.07,61,8,0,1,2,6,84,England,3,2,3/01/2014,Sydney,Australia
James Anderson,18.5,6,43,3,2.28,94,6,0,0,0,6,113,England,2,1,8/07/2015,Cardiff,England
Stuart Broad,17,4,60,2,3.52,79,7,1,1,0,6,102,England,2,2,8/07/2015,Cardiff,England
James Anderson,12,3,33,0,2.75,59,5,0,0,0,6,72,England,4,1,8/07/2015,Cardiff,England
Stuart Broad,14,3,39,3,2.78,68,6,0,0,0,6,84,England,4,2,8/07/2015,Cardiff,England
James Anderson,26,4,99,0,3.8,122,19,0,1,0,6,156,England,1,1,16/07/2015,Lord's,England
Stuart Broad,27,5,83,4,3.07,120,7,0,0,1,6,162,England,1,2,16/07/2015,Lord's,England
James Anderson,7,0,38,0,5.42,29,7,0,0,0,6,42,England,3,1,16/07/2015,Lord's,England
Stuart Broad,8,2,42,0,5.25,28,4,0,0,0,6,48,England,3,2,16/07/2015,Lord's,England
James Anderson,14.4,2,47,6,3.2,67,7,0,0,0,6,88,England,1,1,29/07/2015,Birmingham,England
Stuart Broad,12,2,44,2,3.66,57,7,0,0,0,6,72,England,1,2,29/07/2015,Birmingham,England
James Anderson,8.3,5,15,1,1.76,46,3,0,0,0,6,51,England,3,1,29/07/2015,Birmingham,England
Stuart Broad,20,4,61,1,3.05,88,5,0,0,0,6,120,England,3,2,29/07/2015,Birmingham,England
Stuart Broad,9.3,5,15,8,1.57,50,2,0,0,0,6,57,England,1,1,6/08/2015,Nottingham,England
Stuart Broad,16,5,36,1,2.25,80,5,0,0,0,6,96,England,3,1,6/08/2015,Nottingham,England
Stuart Broad,20,4,59,0,2.95,88,6,0,0,1,6,120,England,1,1,20/08/2015,The Oval,England
James Anderson,29,10,50,2,1.72,148,5,0,0,0,6,174,England,2,1,23/11/2017,Brisbane,Australia
Stuart Broad,25,10,49,3,1.96,126,4,1,0,0,6,150,England,2,2,23/11/2017,Brisbane,Australia
James Anderson,11,2,27,0,2.45,51,3,0,0,1,6,66,England,4,1,23/11/2017,Brisbane,Australia
Stuart Broad,10,2,20,0,2,46,1,0,0,0,6,60,England,4,2,23/11/2017,Brisbane,Australia
James Anderson,31,5,74,1,2.38,146,8,0,0,0,6,186,England,1,1,2/12/2017,Adelaide,Australia
Stuart Broad,30,11,72,2,2.4,145,6,1,0,0,6,180,England,1,2,2/12/2017,Adelaide,Australia
James Anderson,22,7,43,5,1.95,111,3,0,1,0,6,132,England,3,1,2/12/2017,Adelaide,Australia
Stuart Broad,13,6,26,0,2,66,3,0,1,0,6,78,England,3,2,2/12/2017,Adelaide,Australia
James Anderson,37.3,9,116,4,3.09,167,15,0,0,1,6,225,England,2,1,14/12/2017,Perth,Australia
Stuart Broad,35,3,142,0,4.05,149,22,1,0,0,6,210,England,2,2,14/12/2017,Perth,Australia
James Anderson,29,11,61,3,2.1,148,9,0,0,0,6,174,England,1,1,26/12/2017,Melbourne,Australia
Stuart Broad,28,10,51,4,1.82,140,4,0,0,0,6,168,England,1,2,26/12/2017,Melbourne,Australia
James Anderson,30,12,46,1,1.53,154,4,0,0,0,6,180,England,3,1,26/12/2017,Melbourne,Australia
Stuart Broad,24,11,44,1,1.83,118,6,0,0,0,6,144,England,3,2,26/12/2017,Melbourne,Australia
James Anderson,34,14,56,1,1.64,177,5,0,0,0,6,204,England,2,1,4/01/2018,Sydney,Australia
Stuart Broad,30,2,121,1,4.03,119,15,0,0,0,6,180,England,2,2,4/01/2018,Sydney,Australia
James Anderson,4,3,1,0,0.25,23,0,0,0,0,6,24,England,1,1,1/08/2019,Birmingham,England
Stuart Broad,22.4,4,86,5,3.79,102,13,1,0,0,6,136,England,1,2,1/08/2019,Birmingham,England
Stuart Broad,22,2,91,1,4.13,89,11,2,1,0,6,132,England,3,1,1/08/2019,Birmingham,England
Stuart Broad,27.3,7,65,4,2.36,134,7,0,1,0,6,165,England,2,1,14/08/2019,Lord's,England
Stuart Broad,7,0,29,0,4.14,30,5,0,0,0,6,42,England,4,1,14/08/2019,Lord's,England
Stuart Broad,14,4,32,2,2.28,67,3,0,0,0,6,84,England,1,1,22/08/2019,Leeds,England
Stuart Broad,16,2,52,2,3.25,72,7,0,1,0,6,96,England,3,2,22/08/2019,Leeds,England
Stuart Broad,25,2,97,3,3.88,103,13,0,0,0,6,150,England,1,1,4/09/2019,Manchester,England
Stuart Broad,14,4,54,2,3.85,62,7,0,1,0,6,84,England,3,1,4/09/2019,Manchester,England
Stuart Broad,12,3,45,0,3.75,55,8,0,0,0,6,72,England,2,1,12/09/2019,The Oval,England
Stuart Broad,15,1,62,4,4.13,66,11,0,0,0,6,90,England,4,1,12/09/2019,The Oval,England
James Anderson,29,10,58,2,2,144,5,0,0,0,6,174,England,1,1,16/12/2021,Adelaide,Australia
Stuart Broad,26,6,73,1,2.8,127,9,0,0,2,6,156,England,1,2,16/12/2021,Adelaide,Australia
James Anderson,10,6,8,1,0.8,55,1,0,0,0,6,60,England,3,1,16/12/2021,Adelaide,Australia
Stuart Broad,10,3,27,1,2.7,48,3,0,0,0,6,60,England,3,2,16/12/2021,Adelaide,Australia
James Anderson,23,10,33,4,1.43,116,3,0,0,0,6,138,England,2,1,26/12/2021,Melbourne,Australia
James Anderson,30,9,54,1,1.8,148,4,0,0,0,6,180,England,1,1,5/01/2022,Sydney,Australia
Stuart Broad,29,5,101,5,3.48,129,13,1,0,1,6,174,England,1,2,5/01/2022,Sydney,Australia
James Anderson,12,1,34,0,2.83,57,5,0,0,0,6,72,England,3,1,5/01/2022,Sydney,Australia
Stuart Broad,11,3,31,0,2.81,52,4,0,0,0,6,66,England,3,2,5/01/2022,Sydney,Australia
Stuart Broad,24.4,4,59,3,2.39,115,6,0,1,0,6,148,England,1,1,14/01/2022,Hobart,Australia
Stuart Broad,18,2,51,3,2.83,79,4,0,0,0,6,108,England,3,1,14/01/2022,Hobart,Australia
Stuart Broad,23,4,68,3,2.95,111,7,1,0,7,6,138,England,2,1,16/06/2023,Birmingham,England
James Anderson,21,5,53,1,2.52,100,6,0,0,0,6,126,England,2,3,16/06/2023,Birmingham,England
James Anderson,17,1,56,0,3.29,75,7,0,0,1,6,102,England,4,1,16/06/2023,Birmingham,England
Stuart Broad,21,3,64,3,3.04,94,7,0,0,4,6,126,England,4,2,16/06/2023,Birmingham,England
James Anderson,20,5,53,1,2.65,93,7,0,0,1,6,120,England,1,1,28/06/2023,Lord's,England
Stuart Broad,23,4,99,1,4.3,97,16,0,0,1,6,138,England,1,2,28/06/2023,Lord's,England
James Anderson,19,4,64,1,3.36,88,11,0,0,0,6,114,England,3,1,28/06/2023,Lord's,England
Stuart Broad,24.5,8,65,4,2.61,122,12,0,0,1,6,149,England,3,2,28/06/2023,Lord's,England
Stuart Broad,11.4,0,58,2,4.97,44,9,0,0,1,6,70,England,1,1,6/07/2023,Leeds,England
Stuart Broad,14.1,3,45,3,3.17,65,8,0,0,0,6,85,England,3,1,6/07/2023,Leeds,England
Stuart Broad,14,0,68,2,4.85,54,11,0,0,1,6,84,England,1,1,19/07/2023,Manchester,England
James Anderson,20,4,51,1,2.55,97,7,0,0,1,6,120,England,1,2,19/07/2023,Manchester,England
James Anderson,17,5,30,0,1.76,82,1,0,0,0,6,102,England,3,1,19/07/2023,Manchester,England
Stuart Broad,12,2,47,0,3.91,50,5,0,0,0,6,72,England,3,2,19/07/2023,Manchester,England
Stuart Broad,20,5,49,2,2.45,95,5,1,0,0,6,120,England,2,1,27/07/2023,The Oval,England
James Anderson,26,9,67,1,2.57,127,10,0,0,1,6,156,England,2,2,27/07/2023,The Oval,England
Stuart Broad,20.4,4,62,2,3,94,8,0,0,0,6,124,England,4,1,27/07/2023,The Oval,England
James Anderson,14,4,53,0,3.78,65,9,0,0,1,6,84,England,4,2,27/07/2023,The Oval,England
