match_id,inns,runs,wickets,overs,balls,bpo,run_rate,minutes,total_extras,no balls,wides,byes,leg-byes,penalty_runs,home_team,home_team_id,season,season_id,series_name,series_id,team,team_id,town_area,town_name,town_id,ground_name,ground_id
62526,2,232,10,78.0,468,6,2.97,,14,1,0,8,5,0,ENG,1,1921,23,Australia tour of England,17617,AUS,2,,Nottingham,254,"Trent Bridge, Nottingham",34
62526,3,147,10,85.4,514,6,1.71,,9,2,0,4,3,0,ENG,1,1921,23,Australia tour of England,17617,ENG,1,,Nottingham,254,"Trent Bridge, Nottingham",34
62526,4,30,0,6.1,37,6,4.86,,0,0,0,0,0,0,ENG,1,1921,23,Australia tour of England,17617,AUS,2,,Nottingham,254,"Trent Bridge, Nottingham",34
62527,1,187,10,68.2,410,6,2.73,,14,1,1,1,11,0,ENG,1,1921,23,Australia tour of England,17617,ENG,1,,London,224,"Lord's, London",10
62527,2,342,10,84.1,505,6,4.06,,10,3,0,2,5,0,ENG,1,1921,23,Australia tour of England,17617,AUS,2,,London,224,"Lord's, London",10
62527,3,283,10,90.2,542,6,3.13,,12,5,0,4,3,0,ENG,1,1921,23,Australia tour of England,17617,ENG,1,,London,224,"Lord's, London",10
62527,4,131,2,30.3,183,6,4.29,,6,1,0,3,2,0,ENG,1,1921,23,Australia tour of England,17617,AUS,2,,London,224,"Lord's, London",10
62528,1,407,10,93.1,559,6,4.36,,26,3,0,16,7,0,ENG,1,1921,23,Australia tour of England,17617,AUS,2,,Leeds,213,"Headingley, Leeds",179
62528,2,259,9,93.1,559,6,2.77,,9,6,0,0,3,0,ENG,1,1921,23,Australia tour of England,17617,ENG,1,,Leeds,213,"Headingley, Leeds",179
62528,3,273,7,73.0,438,6,3.73,,17,3,0,10,4,0,ENG,1,1921,23,Australia tour of England,17617,AUS,2,,Leeds,213,"Headingley, Leeds",179
62528,4,202,9,52.2,314,6,3.85,,3,0,0,3,0,0,ENG,1,1921,23,Australia tour of England,17617,ENG,1,,Leeds,213,"Headingley, Leeds",179
62529,1,362,4,120.0,720,6,3.01,,20,3,0,12,5,0,ENG,1,1921,23,Australia tour of England,17617,ENG,1,,Manchester,232,"Old Trafford, Manchester",75
62529,2,175,10,116.4,700,6,1.5,,34,7,0,22,5,0,ENG,1,1921,23,Australia tour of England,17617,AUS,2,,Manchester,232,"Old Trafford, Manchester",75
62529,3,44,1,13.0,78,6,3.38,,2,0,0,0,2,0,ENG,1,1921,23,Australia tour of England,17617,ENG,1,,Manchester,232,"Old Trafford, Manchester",75
62530,1,403,8,127.0,762,6,3.17,,3,0,0,0,3,0,ENG,1,1921,23,Australia tour of England,17617,ENG,1,,London,224,"Kennington Oval, London",45
62530,2,389,10,102.0,612,6,3.81,,12,1,2,6,3,0,ENG,1,1921,23,Australia tour of England,17617,AUS,2,,London,224,"Kennington Oval, London",45
62530,3,244,2,58.0,348,6,4.2,,1,0,0,1,0,0,ENG,1,1921,23,Australia tour of England,17617,ENG,1,,London,224,"Kennington Oval, London",45
62544,1,450,10,152.2,1218,8,2.95,,18,0,0,10,8,0,AUS,2,1924/25,24,England tour of Australia,17606,AUS,2,New South Wales,Sydney,29,Sydney Cricket Ground,132
62544,2,298,10,79.7,639,8,3.73,,9,3,0,1,5,0,AUS,2,1924/25,24,England tour of Australia,17606,ENG,1,New South Wales,Sydney,29,Sydney Cricket Ground,132
62544,3,452,10,125.7,1007,8,3.59,,8,0,1,2,5,0,AUS,2,1924/25,24,England tour of Australia,17606,AUS,2,New South Wales,Sydney,29,Sydney Cricket Ground,132
62544,4,411,10,96.7,775,8,4.24,,8,1,0,4,3,0,AUS,2,1924/25,24,England tour of Australia,17606,ENG,1,New South Wales,Sydney,29,Sydney Cricket Ground,132
62545,1,600,10,149.5,1197,8,4.01,,24,1,0,18,5,0,AUS,2,1924/25,24,England tour of Australia,17606,AUS,2,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62545,2,479,10,138.0,1104,8,3.47,,12,4,0,4,4,0,AUS,2,1924/25,24,England tour of Australia,17606,ENG,1,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62545,3,250,10,79.3,635,8,3.14,,12,0,0,11,1,0,AUS,2,1924/25,24,England tour of Australia,17606,AUS,2,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62545,4,290,10,106.3,851,8,2.72,,10,2,0,6,2,0,AUS,2,1924/25,24,England tour of Australia,17606,ENG,1,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62546,1,489,10,153.0,1224,8,3.19,,13,4,0,0,9,0,AUS,2,1924/25,24,England tour of Australia,17606,AUS,2,South Australia,Adelaide,2,Adelaide Oval,131
62546,2,365,10,117.2,938,8,3.11,,21,3,0,8,10,0,AUS,2,1924/25,24,England tour of Australia,17606,ENG,1,South Australia,Adelaide,2,Adelaide Oval,131
62546,3,250,10,68.1,545,8,3.66,,11,3,0,4,4,0,AUS,2,1924/25,24,England tour of Australia,17606,AUS,2,South Australia,Adelaide,2,Adelaide Oval,131
62546,4,363,10,111.2,890,8,3.26,,17,6,1,5,5,0,AUS,2,1924/25,24,England tour of Australia,17606,ENG,1,South Australia,Adelaide,2,Adelaide Oval,131
62547,1,548,10,151.6,1214,8,3.61,,13,2,3,6,2,0,AUS,2,1924/25,24,England tour of Australia,17606,ENG,1,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62547,2,269,10,63.3,507,8,4.24,,16,1,0,13,2,0,AUS,2,1924/25,24,England tour of Australia,17606,AUS,2,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62547,3,250,10,74.5,597,8,3.35,,15,0,0,15,0,0,AUS,2,1924/25,24,England tour of Australia,17606,AUS,2,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62548,1,295,10,102.5,821,8,2.87,,9,2,0,2,5,0,AUS,2,1924/25,24,England tour of Australia,17606,AUS,2,New South Wales,Sydney,29,Sydney Cricket Ground,132
62548,2,167,10,47.7,383,8,3.48,,5,1,0,0,4,0,AUS,2,1924/25,24,England tour of Australia,17606,ENG,1,New South Wales,Sydney,29,Sydney Cricket Ground,132
62548,3,325,10,118.3,947,8,2.74,,12,1,1,6,4,0,AUS,2,1924/25,24,England tour of Australia,17606,AUS,2,New South Wales,Sydney,29,Sydney Cricket Ground,132
62548,4,146,10,44.4,356,8,3.28,,4,0,0,1,3,0,AUS,2,1924/25,24,England tour of Australia,17606,ENG,1,New South Wales,Sydney,29,Sydney Cricket Ground,132
62549,1,32,0,17.2,104,6,1.84,,0,0,0,0,0,0,ENG,1,1926,25,Australia tour of England,17604,ENG,1,,Nottingham,254,"Trent Bridge, Nottingham",34
62549,2,0,0,0.0,0,6,,0,0,0,0,0,0,0,ENG,1,1926,25,Australia tour of England,17604,AUS,2,,Nottingham,254,"Trent Bridge, Nottingham",34
62550,1,383,10,154.5,929,6,2.47,,28,0,0,12,16,0,ENG,1,1926,25,Australia tour of England,17604,AUS,2,,London,224,"Lord's, London",10
62550,2,475,3,168.0,1008,6,2.82,,10,1,1,4,4,0,ENG,1,1926,25,Australia tour of England,17604,ENG,1,,London,224,"Lord's, London",10
62550,3,194,5,88.0,528,6,2.2,,17,0,0,5,12,0,ENG,1,1926,25,Australia tour of England,17604,AUS,2,,London,224,"Lord's, London",10
62551,1,494,10,165.0,990,6,2.99,,10,4,0,2,4,0,ENG,1,1926,25,Australia tour of England,17604,AUS,2,,Leeds,213,"Headingley, Leeds",179
62551,2,294,10,128.0,768,6,2.29,,11,1,0,4,6,0,ENG,1,1926,25,Australia tour of England,17604,ENG,1,,Leeds,213,"Headingley, Leeds",179
62551,3,254,3,86.0,516,6,2.95,,6,0,0,5,1,0,ENG,1,1926,25,Australia tour of England,17604,ENG,1,,Leeds,213,"Headingley, Leeds",179
62552,1,335,10,150.2,902,6,2.22,,7,3,1,2,1,0,ENG,1,1926,25,Australia tour of England,17604,AUS,2,,Manchester,232,"Old Trafford, Manchester",75
62552,2,305,5,125.0,750,6,2.44,,7,0,0,4,3,0,ENG,1,1926,25,Australia tour of England,17604,ENG,1,,Manchester,232,"Old Trafford, Manchester",75
62553,1,280,10,95.5,575,6,2.92,,11,0,0,6,5,0,ENG,1,1926,25,Australia tour of England,17604,ENG,1,,London,224,"Kennington Oval, London",45
62553,2,302,10,152.1,913,6,1.98,,17,0,0,5,12,0,ENG,1,1926,25,Australia tour of England,17604,AUS,2,,London,224,"Kennington Oval, London",45
62553,3,436,10,182.5,1097,6,2.38,,37,0,0,19,18,0,ENG,1,1926,25,Australia tour of England,17604,ENG,1,,London,224,"Kennington Oval, London",45
62553,4,125,10,52.3,315,6,2.38,,7,0,0,0,7,0,ENG,1,1926,25,Australia tour of England,17604,AUS,2,,London,224,"Kennington Oval, London",45
62562,1,521,10,175.3,1053,6,2.96,,13,3,0,0,10,0,AUS,2,1928/29,26,England tour of Australia,17596,ENG,1,Queensland,Brisbane,8,"Exhibition Ground, Brisbane",188
62562,2,122,9,50.4,304,6,2.4,,2,0,0,1,1,0,AUS,2,1928/29,26,England tour of Australia,17596,AUS,2,Queensland,Brisbane,8,"Exhibition Ground, Brisbane",188
62562,3,342,8,135.1,811,6,2.53,,4,1,0,0,3,0,AUS,2,1928/29,26,England tour of Australia,17596,ENG,1,Queensland,Brisbane,8,"Exhibition Ground, Brisbane",188
62562,4,66,8,25.3,153,6,2.58,,1,1,0,0,0,0,AUS,2,1928/29,26,England tour of Australia,17596,AUS,2,Queensland,Brisbane,8,"Exhibition Ground, Brisbane",188
62563,1,253,9,108.2,650,6,2.33,,15,0,2,4,9,0,AUS,2,1928/29,26,England tour of Australia,17596,AUS,2,New South Wales,Sydney,29,Sydney Cricket Ground,132
62563,2,636,10,272.1,1633,6,2.33,,10,1,4,2,3,0,AUS,2,1928/29,26,England tour of Australia,17596,ENG,1,New South Wales,Sydney,29,Sydney Cricket Ground,132
62563,3,397,9,151.4,910,6,2.61,,12,0,1,5,6,0,AUS,2,1928/29,26,England tour of Australia,17596,AUS,2,New South Wales,Sydney,29,Sydney Cricket Ground,132
62563,4,16,2,7.0,42,6,2.28,,0,0,0,0,0,0,AUS,2,1928/29,26,England tour of Australia,17596,ENG,1,New South Wales,Sydney,29,Sydney Cricket Ground,132
62564,1,397,10,180.5,1085,6,2.19,,7,0,0,4,3,0,AUS,2,1928/29,26,England tour of Australia,17596,AUS,2,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62564,2,417,10,195.0,1170,6,2.13,,1,0,0,1,0,0,AUS,2,1928/29,26,England tour of Australia,17596,ENG,1,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62564,3,351,10,165.5,995,6,2.11,,13,0,0,6,7,0,AUS,2,1928/29,26,England tour of Australia,17596,AUS,2,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62564,4,332,7,159.5,959,6,2.07,,29,0,0,15,14,0,AUS,2,1928/29,26,England tour of Australia,17596,ENG,1,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62565,1,334,10,183.1,1099,6,1.82,,11,0,1,3,7,0,AUS,2,1928/29,26,England tour of Australia,17596,ENG,1,South Australia,Adelaide,2,Adelaide Oval,131
62565,2,369,10,160.0,960,6,2.3,,6,0,1,0,5,0,AUS,2,1928/29,26,England tour of Australia,17596,AUS,2,South Australia,Adelaide,2,Adelaide Oval,131
62565,3,383,10,200.4,1204,6,1.9,,16,0,0,6,10,0,AUS,2,1928/29,26,England tour of Australia,17596,ENG,1,South Australia,Adelaide,2,Adelaide Oval,131
62565,4,336,10,151.5,911,6,2.21,,12,0,0,9,3,0,AUS,2,1928/29,26,England tour of Australia,17596,AUS,2,South Australia,Adelaide,2,Adelaide Oval,131
62566,1,519,10,215.1,1291,6,2.41,,13,2,1,4,6,0,AUS,2,1928/29,26,England tour of Australia,17596,ENG,1,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62566,2,491,10,271.3,1629,6,1.8,,17,0,2,6,9,0,AUS,2,1928/29,26,England tour of Australia,17596,AUS,2,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62566,3,257,10,86.3,519,6,2.97,,20,0,0,19,1,0,AUS,2,1928/29,26,England tour of Australia,17596,ENG,1,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62566,4,287,5,134.1,805,6,2.13,,18,0,0,12,6,0,AUS,2,1928/29,26,England tour of Australia,17596,AUS,2,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62580,1,270,10,89.4,538,6,3.01,,12,1,0,4,7,0,ENG,1,1930,27,Australia tour of England,17588,ENG,1,,Nottingham,254,"Trent Bridge, Nottingham",34
62580,2,144,10,72.0,432,6,2,,8,0,0,4,4,0,ENG,1,1930,27,Australia tour of England,17588,AUS,2,,Nottingham,254,"Trent Bridge, Nottingham",34
62580,3,302,9,96.0,576,6,3.14,,6,0,0,5,1,0,ENG,1,1930,27,Australia tour of England,17588,ENG,1,,Nottingham,254,"Trent Bridge, Nottingham",34
62580,4,335,10,139.2,836,6,2.4,,22,0,0,17,5,0,ENG,1,1930,27,Australia tour of England,17588,AUS,2,,Nottingham,254,"Trent Bridge, Nottingham",34
62581,1,425,10,128.4,772,6,3.3,,10,1,0,2,7,0,ENG,1,1930,27,Australia tour of England,17588,ENG,1,,London,224,"Lord's, London",10
62581,2,729,6,232.0,1392,6,3.14,,19,0,5,6,8,0,ENG,1,1930,27,Australia tour of England,17588,AUS,2,,London,224,"Lord's, London",10
62581,3,375,10,116.4,700,6,3.21,,30,0,1,16,13,0,ENG,1,1930,27,Australia tour of England,17588,ENG,1,,London,224,"Lord's, London",10
62581,4,72,3,28.2,170,6,2.54,,3,0,0,1,2,0,ENG,1,1930,27,Australia tour of England,17588,AUS,2,,London,224,"Lord's, London",10
62582,1,566,10,168.0,1008,6,3.36,,14,0,1,5,8,0,ENG,1,1930,27,Australia tour of England,17588,AUS,2,,Leeds,213,"Headingley, Leeds",179
62582,2,391,10,175.2,1052,6,2.23,,22,3,0,9,10,0,ENG,1,1930,27,Australia tour of England,17588,ENG,1,,Leeds,213,"Headingley, Leeds",179
62582,3,95,3,51.5,311,6,1.83,,8,0,0,0,8,0,ENG,1,1930,27,Australia tour of England,17588,ENG,1,,Leeds,213,"Headingley, Leeds",179
62583,1,345,10,167.1,1003,6,2.06,,33,7,0,23,3,0,ENG,1,1930,27,Australia tour of England,17588,AUS,2,,Manchester,232,"Old Trafford, Manchester",75
62583,2,251,8,108.0,648,6,2.32,,25,0,0,13,12,0,ENG,1,1930,27,Australia tour of England,17588,ENG,1,,Manchester,232,"Old Trafford, Manchester",75
62584,1,405,10,171.2,1028,6,2.36,,19,2,0,0,17,0,ENG,1,1930,27,Australia tour of England,17588,ENG,1,,London,224,"Kennington Oval, London",45
62584,2,695,10,256.1,1537,6,2.71,,44,4,0,22,18,0,ENG,1,1930,27,Australia tour of England,17588,AUS,2,,London,224,"Kennington Oval, London",45
62584,3,251,10,99.2,596,6,2.52,,21,2,0,16,3,0,ENG,1,1930,27,Australia tour of England,17588,ENG,1,,London,224,"Kennington Oval, London",45
62606,1,360,10,102.2,614,6,3.51,,20,4,0,12,4,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,AUS,2,New South Wales,Sydney,29,Sydney Cricket Ground,132
62606,2,524,10,229.4,1378,6,2.28,,30,6,0,7,17,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,ENG,1,New South Wales,Sydney,29,Sydney Cricket Ground,132
62606,3,164,10,63.3,381,6,2.58,,17,2,1,12,2,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,AUS,2,New South Wales,Sydney,29,Sydney Cricket Ground,132
62606,4,1,0,0.1,1,6,6,,0,0,0,0,0,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,ENG,1,New South Wales,Sydney,29,Sydney Cricket Ground,132
62607,1,228,10,86.3,519,6,2.63,,10,2,2,5,1,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,AUS,2,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62607,2,169,10,85.3,513,6,1.97,,5,2,0,1,2,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,ENG,1,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62607,3,191,10,56.5,341,6,3.36,,9,1,4,3,1,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,AUS,2,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62607,4,139,10,55.1,331,6,2.51,,5,1,0,0,4,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,ENG,1,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62608,1,341,10,146.1,877,6,2.33,,15,7,0,1,7,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,ENG,1,South Australia,Adelaide,2,Adelaide Oval,131
62608,2,222,9,95.4,574,6,2.32,,14,1,0,2,11,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,AUS,2,South Australia,Adelaide,2,Adelaide Oval,131
62608,3,412,10,191.3,1149,6,2.15,,32,4,0,17,11,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,ENG,1,South Australia,Adelaide,2,Adelaide Oval,131
62608,4,193,9,69.2,416,6,2.78,,12,5,1,4,2,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,AUS,2,South Australia,Adelaide,2,Adelaide Oval,131
62609,1,340,10,121.0,726,6,2.8,,7,1,0,5,1,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,AUS,2,Queensland,Brisbane,8,"Brisbane Cricket Ground, Woolloongabba, Brisbane",209
62609,2,356,10,185.4,1114,6,1.91,,21,3,0,6,12,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,ENG,1,Queensland,Brisbane,8,"Brisbane Cricket Ground, Woolloongabba, Brisbane",209
62609,3,175,10,68.3,411,6,2.55,,23,1,0,13,9,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,AUS,2,Queensland,Brisbane,8,"Brisbane Cricket Ground, Woolloongabba, Brisbane",209
62609,4,162,4,79.4,478,6,2.03,,8,2,0,2,4,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,ENG,1,Queensland,Brisbane,8,"Brisbane Cricket Ground, Woolloongabba, Brisbane",209
62610,1,435,10,108.2,650,6,4.01,,23,0,1,13,9,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,AUS,2,New South Wales,Sydney,29,Sydney Cricket Ground,132
62610,2,454,10,171.2,1028,6,2.64,,16,2,0,7,7,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,ENG,1,New South Wales,Sydney,29,Sydney Cricket Ground,132
62610,3,182,10,54.4,328,6,3.32,,7,3,0,4,0,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,AUS,2,New South Wales,Sydney,29,Sydney Cricket Ground,132
62610,4,168,2,71.2,428,6,2.35,,8,1,0,6,1,0,AUS,2,1932/33,28,England [Marylebone Cricket Club] tour of Australia,17574,ENG,1,New South Wales,Sydney,29,Sydney Cricket Ground,132
62619,1,374,10,152.2,914,6,2.45,,10,1,0,4,5,0,ENG,1,1934,29,Australia tour of England,17565,AUS,2,,Nottingham,254,"Trent Bridge, Nottingham",34
62619,2,268,10,138.3,831,6,1.93,,5,0,0,5,0,0,ENG,1,1934,29,Australia tour of England,17565,ENG,1,,Nottingham,254,"Trent Bridge, Nottingham",34
62619,3,273,8,90.0,540,6,3.03,,31,0,0,22,9,0,ENG,1,1934,29,Australia tour of England,17565,AUS,2,,Nottingham,254,"Trent Bridge, Nottingham",34
62619,4,141,10,107.4,646,6,1.3,,8,1,0,4,3,0,ENG,1,1934,29,Australia tour of England,17565,ENG,1,,Nottingham,254,"Trent Bridge, Nottingham",34
62620,1,440,10,198.3,1191,6,2.21,,12,0,0,0,12,0,ENG,1,1934,29,Australia tour of England,17565,ENG,1,,London,224,"Lord's, London",10
62620,2,284,10,109.0,654,6,2.6,,10,0,0,1,9,0,ENG,1,1934,29,Australia tour of England,17565,AUS,2,,London,224,"Lord's, London",10
62620,3,118,10,53.3,321,6,2.2,,7,1,0,6,0,0,ENG,1,1934,29,Australia tour of England,17565,AUS,2,,London,224,"Lord's, London",10
62621,1,627,9,201.0,1206,6,3.11,,26,0,2,6,18,0,ENG,1,1934,29,Australia tour of England,17565,ENG,1,,Manchester,232,"Old Trafford, Manchester",75
62621,2,491,10,190.3,1143,6,2.57,,43,6,4,20,13,0,ENG,1,1934,29,Australia tour of England,17565,AUS,2,,Manchester,232,"Old Trafford, Manchester",75
62621,3,123,0,52.0,312,6,2.36,,4,0,1,2,1,0,ENG,1,1934,29,Australia tour of England,17565,ENG,1,,Manchester,232,"Old Trafford, Manchester",75
62621,4,66,1,27.0,162,6,2.44,,3,0,0,1,2,0,ENG,1,1934,29,Australia tour of England,17565,AUS,2,,Manchester,232,"Old Trafford, Manchester",75
62622,1,200,10,105.4,634,6,1.89,,2,0,0,0,2,0,ENG,1,1934,29,Australia tour of England,17565,ENG,1,,Leeds,213,"Headingley, Leeds",179
62622,2,584,10,183.5,1103,6,3.17,,17,0,0,8,9,0,ENG,1,1934,29,Australia tour of England,17565,AUS,2,,Leeds,213,"Headingley, Leeds",179
62622,3,229,6,135.5,815,6,1.68,,7,0,0,1,6,0,ENG,1,1934,29,Australia tour of England,17565,ENG,1,,Leeds,213,"Headingley, Leeds",179
62623,1,701,10,171.2,1028,6,4.09,,33,13,2,4,14,0,ENG,1,1934,29,Australia tour of England,17565,AUS,2,,London,224,"Kennington Oval, London",45
62623,2,321,8,117.3,705,6,2.73,,8,1,0,4,3,0,ENG,1,1934,29,Australia tour of England,17565,ENG,1,,London,224,"Kennington Oval, London",45
62623,3,327,10,68.3,411,6,4.77,,50,4,1,37,8,0,ENG,1,1934,29,Australia tour of England,17565,AUS,2,,London,224,"Kennington Oval, London",45
62623,4,145,9,63.3,381,6,2.28,,3,2,0,0,1,0,ENG,1,1934,29,Australia tour of England,17565,ENG,1,,London,224,"Kennington Oval, London",45
62641,1,358,10,113.6,910,8,3.14,,8,4,0,1,3,0,AUS,2,1936/37,30,England tour of Australia,17549,ENG,1,Queensland,Brisbane,8,"Brisbane Cricket Ground, Woolloongabba, Brisbane",209
62641,2,234,10,85.6,686,8,2.72,,10,5,0,4,1,0,AUS,2,1936/37,30,England tour of Australia,17549,AUS,2,Queensland,Brisbane,8,"Brisbane Cricket Ground, Woolloongabba, Brisbane",209
62641,3,256,10,116.6,934,8,2.19,,19,1,0,14,4,0,AUS,2,1936/37,30,England tour of Australia,17549,ENG,1,Queensland,Brisbane,8,"Brisbane Cricket Ground, Woolloongabba, Brisbane",209
62641,4,58,9,12.3,99,8,4.68,,6,6,0,0,0,0,AUS,2,1936/37,30,England tour of Australia,17549,AUS,2,Queensland,Brisbane,8,"Brisbane Cricket Ground, Woolloongabba, Brisbane",209
62642,1,426,6,141.2,1130,8,3.01,,21,4,1,8,8,0,AUS,2,1936/37,30,England tour of Australia,17549,ENG,1,New South Wales,Sydney,29,Sydney Cricket Ground,132
62642,2,80,9,23.7,191,8,3.35,,3,1,0,1,1,0,AUS,2,1936/37,30,England tour of Australia,17549,AUS,2,New South Wales,Sydney,29,Sydney Cricket Ground,132
62642,3,324,10,96.7,775,8,3.34,,7,4,0,0,3,0,AUS,2,1936/37,30,England tour of Australia,17549,AUS,2,New South Wales,Sydney,29,Sydney Cricket Ground,132
62643,1,200,9,65.3,523,8,3.05,,10,2,0,2,6,0,AUS,2,1936/37,30,England tour of Australia,17549,AUS,2,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62643,2,76,9,28.2,226,8,2.69,,7,1,0,5,1,0,AUS,2,1936/37,30,England tour of Australia,17549,ENG,1,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62643,3,564,10,149.7,1199,8,3.76,,19,10,1,6,2,0,AUS,2,1936/37,30,England tour of Australia,17549,AUS,2,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62643,4,323,10,78.6,630,8,4.1,,3,0,0,0,3,0,AUS,2,1936/37,30,England tour of Australia,17549,ENG,1,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62644,1,288,10,77.6,622,8,3.7,,5,3,0,0,2,0,AUS,2,1936/37,30,England tour of Australia,17549,AUS,2,South Australia,Adelaide,2,Adelaide Oval,131
62644,2,330,10,113.4,908,8,2.9,,13,4,1,6,2,0,AUS,2,1936/37,30,England tour of Australia,17549,ENG,1,South Australia,Adelaide,2,Adelaide Oval,131
62644,3,433,10,123.2,986,8,3.51,,27,1,1,10,15,0,AUS,2,1936/37,30,England tour of Australia,17549,AUS,2,South Australia,Adelaide,2,Adelaide Oval,131
62644,4,243,10,74.0,592,8,3.28,,20,6,0,12,2,0,AUS,2,1936/37,30,England tour of Australia,17549,ENG,1,South Australia,Adelaide,2,Adelaide Oval,131
62645,1,604,10,140.5,1125,8,4.29,,11,4,1,1,5,0,AUS,2,1936/37,30,England tour of Australia,17549,AUS,2,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62645,2,239,10,71.5,573,8,3.33,,13,1,0,0,12,0,AUS,2,1936/37,30,England tour of Australia,17549,ENG,1,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62645,3,165,10,49.2,394,8,3.35,,3,0,0,0,3,0,AUS,2,1936/37,30,England tour of Australia,17549,ENG,1,Victoria,Melbourne,25,Melbourne Cricket Ground,61
62649,1,658,8,188.0,1128,6,3.5,,27,4,0,1,22,0,ENG,1,1938,31,Australia tour of England,17544,ENG,1,,Nottingham,254,"Trent Bridge, Nottingham",34
62649,2,411,10,130.3,783,6,3.14,,21,0,1,10,10,0,ENG,1,1938,31,Australia tour of England,17544,AUS,2,,Nottingham,254,"Trent Bridge, Nottingham",34
62649,3,427,6,184.0,1104,6,2.32,,26,5,0,5,16,0,ENG,1,1938,31,Australia tour of England,17544,AUS,2,,Nottingham,254,"Trent Bridge, Nottingham",34
62650,1,494,10,137.3,825,6,3.59,,24,10,1,1,12,0,ENG,1,1938,31,Australia tour of England,17544,ENG,1,,London,224,"Lord's, London",10
62650,2,422,10,121.4,730,6,3.46,,15,6,0,1,8,0,ENG,1,1938,31,Australia tour of England,17544,AUS,2,,London,224,"Lord's, London",10
62650,3,242,8,72.0,432,6,3.36,,29,4,1,12,12,0,ENG,1,1938,31,Australia tour of England,17544,ENG,1,,London,224,"Lord's, London",10
62650,4,204,6,48.2,290,6,4.22,,11,1,2,5,3,0,ENG,1,1938,31,Australia tour of England,17544,AUS,2,,London,224,"Lord's, London",10
62651,1,223,10,98.1,589,6,2.27,,7,3,0,0,4,0,ENG,1,1938,31,Australia tour of England,17544,ENG,1,,Leeds,213,"Headingley, Leeds",179
62651,2,242,10,98.4,592,6,2.45,,5,0,0,2,3,0,ENG,1,1938,31,Australia tour of England,17544,AUS,2,,Leeds,213,"Headingley, Leeds",179
62651,3,123,10,50.5,305,6,2.41,,6,1,1,0,4,0,ENG,1,1938,31,Australia tour of England,17544,ENG,1,,Leeds,213,"Headingley, Leeds",179
62651,4,107,5,32.3,195,6,3.29,,5,1,0,4,0,0,ENG,1,1938,31,Australia tour of England,17544,AUS,2,,Leeds,213,"Headingley, Leeds",179
62652,1,903,7,335.2,2012,6,2.69,,50,8,1,22,19,0,ENG,1,1938,31,Australia tour of England,17544,ENG,1,,London,224,"Kennington Oval, London",45
62652,2,201,8,52.1,313,6,3.85,,9,3,0,4,2,0,ENG,1,1938,31,Australia tour of England,17544,AUS,2,,London,224,"Kennington Oval, London",45
